Filename,Original Path,New Path,Category,Phase,File Type,Status,Checksum
PRE_BENCHMARK_VALIDATION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PRE_BENCHMARK_VALIDATION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PRE_BENCHMARK_VALIDATION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,32a863d913d64519e1dbb7ea19612377da4adc3824e73b408e3d4c89218715d0
PROJECT_STATUS.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PROJECT_STATUS.md,d:\ProtLigGnn\docs\Research_Notes\PROJECT_STATUS.md,Documentation,N/A,md,Migrated,82d7beb31f87a35c0132ab69e7a0937a45c01697db5b00baaf0e8baee0d91ebf
PROJECT_STATUS.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PROJECT_STATUS.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PROJECT_STATUS.md.metadata.json,Metrics,N/A,json,Migrated,81fc94e582fa65b939c7bd1fd6c0d9eeb7c00b0eb92a02afdab108798b5b30d8
R2_Comparison.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\R2_Comparison.png,d:\ProtLigGnn\artifacts\Figures\R2_Comparison.png,Figure,N/A,png,Migrated,f3a480d11c3d5f9315cd17d4de976054828f5bab83b78e81890b05bcab37e30b
REPOSITORY_FREEZE_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\REPOSITORY_FREEZE_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\REPOSITORY_FREEZE_REPORT.md,Documentation,N/A,md,Migrated,2a7e51c6329d4a16ed22c8805f18a420afe122265d35471fed064b2267c45925
REPOSITORY_FREEZE_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\REPOSITORY_FREEZE_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\REPOSITORY_FREEZE_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,4d72be12f836a7be5a59df46bc5cfc0693bfb8378f5f5d0d0bf1a16dbf96fc16
REPOSITORY_GOVERNANCE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\REPOSITORY_GOVERNANCE.md,d:\ProtLigGnn\docs\Research_Notes\REPOSITORY_GOVERNANCE.md,Documentation,N/A,md,Migrated,2b690b79a6b1ee00491bf7696a5e91b3bf5f246fd6546443c7b8068bc6aafb85
REPOSITORY_GOVERNANCE.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\REPOSITORY_GOVERNANCE.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\REPOSITORY_GOVERNANCE.md.metadata.json,Metrics,N/A,json,Migrated,a9974f0e61f65cd71dd8843a63a2fc5d66fe9cc8d02cfee21e80bf7f8822b428
research_notes.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\research_notes.md,d:\ProtLigGnn\docs\Research_Notes\research_notes.md,Documentation,N/A,md,Migrated,5c54fd8f964ab80a9c50f9c92496ab0eec5f94fe01b92392010321f86c3ad483
research_notes.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\research_notes.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\research_notes.md.metadata.json,Metrics,N/A,json,Migrated,6307dc2842987da91502dce6f207305fcac505ae3743dc27218dbfce505c19af
residual_distribution.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\residual_distribution.png,d:\ProtLigGnn\artifacts\Figures\residual_distribution.png,Figure,N/A,png,Migrated,e4bbf7a7326bb6a8d8b2a651484a65d8c43f3d61a3c37109b1b693775d3c18dc
residual_scatter.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\residual_scatter.png,d:\ProtLigGnn\artifacts\Figures\residual_scatter.png,Figure,N/A,png,Migrated,2b6533c9fd74e9d1ebc40364f3db1b0bd3545ea9c7283188002c7fd0141c1794
Residual_vs_Target.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\Residual_vs_Target.png,d:\ProtLigGnn\artifacts\Figures\Residual_vs_Target.png,Figure,N/A,png,Migrated,1ba938135c98f5c5bbe0aab0110b42413445b58e8ad854e52085f112d2cf9902
RMSE_Comparison.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\RMSE_Comparison.png,d:\ProtLigGnn\artifacts\Figures\RMSE_Comparison.png,Figure,N/A,png,Migrated,96e66f6699d70669ab0c2f288c0ff4ebbf16ea61b3b12c094fd1462586697399
Speaker_Notes.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\Speaker_Notes.md,d:\ProtLigGnn\docs\Research_Notes\Speaker_Notes.md,Documentation,N/A,md,Migrated,579d593cf1dcfe7c45d96d210430b14ba23616f165b338c530aaa79b02af30e3
Spearman_Comparison.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\Spearman_Comparison.png,d:\ProtLigGnn\artifacts\Figures\Spearman_Comparison.png,Figure,N/A,png,Migrated,a0682b98e029451eebacd05caa030da2a35a2c39ad3953881ffe332e7ab7a877
task.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\task.md,d:\ProtLigGnn\docs\Research_Notes\task.md,Documentation,N/A,md,Migrated,0ace0972f15b9ae297d64bafe665aec68269ae7714514fec5acb7b0b69f677ff
task.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\task.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\task.md.metadata.json,Metrics,N/A,json,Migrated,c6c22571ed77f034c2f592df38e7f994f998e21cf3076c0e3a2652e4d6552621
TRAINING_OPTIMIZATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\TRAINING_OPTIMIZATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\TRAINING_OPTIMIZATION_REPORT.md,Documentation,N/A,md,Migrated,1d209ca430d9a61cbca1caf83cdba550f1e3991954b8d24a3cd5e9fbc97c48d2
TRAINING_OPTIMIZATION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\TRAINING_OPTIMIZATION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\TRAINING_OPTIMIZATION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,e35911b5fcbbb5d5fc3c144da7c892ee9bc8cf79a170007641dad6e30babb813
walkthrough.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\walkthrough.md,d:\ProtLigGnn\docs\Research_Notes\walkthrough.md,Documentation,N/A,md,Migrated,7d6d2e2269315efcd0ff726679aba9fec59efc22bc190b5d4e8a3174c404af78
walkthrough.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\walkthrough.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\walkthrough.md.metadata.json,Metrics,N/A,json,Migrated,bd92f3aed62564d4392af8547556d60944932019b2014b3df270d7b20637ca7a
